id,PMID,gender,age
SRR7989935,30425247,male,54
SRR7989936,30425247,male,54
SRR7989937,30425247,male,54
SRR7989938,30425247,male,54
SRR7989939,30425247,male,64
SRR7989940,30425247,male,64
SRR7989941,30425247,male,50
SRR7989942,30425247,male,65
SRR7989943,30425247,male,65
SRR7989944,30425247,male,65
SRR7989945,30425247,male,65
SRR7989946,30425247,female,27
SRR7989947,30425247,female,27
SRR7989948,30425247,female,27
SRR7989949,30425247,female,27
SRR7989950,30425247,female,48
SRR7989951,30425247,female,48
SRR7989952,30425247,male,50
SRR7989953,30425247,male,51
SRR7989954,30425247,male,51
SRR7989955,30425247,male,50
SRR7989956,30425247,female,46
SRR7989957,30425247,female,46
SRR7989958,30425247,male,51
SRR7989959,30425247,male,51
SRR7989960,30425247,male,61
SRR7989961,30425247,male,40
SRR7989962,30425247,female,46
SRR7989963,30425247,female,46
SRR7989964,30425247,male,61
SRR7989965,30425247,male,59
SRR7989966,30425247,male,40
SRR7989967,30425247,male,59
SRR7989968,30425247,female,54
SRR7989969,30425247,female,54
SRR7989970,30425247,male,43
SRR7989971,30425247,female,57
SRR7989972,30425247,female,57
SRR7989973,30425247,female,57
SRR7989974,30425247,female,57
SRR7989975,30425247,female,51
SRR7989976,30425247,female,51
SRR7989977,30425247,female,51
SRR7989978,30425247,female,51
SRR7989979,30425247,male,59
SRR7989980,30425247,male,43
SRR7989981,30425247,male,59
SRR7989982,30425247,male,49
SRR7989983,30425247,male,49
SRR7989984,30425247,female,41
SRR7989985,30425247,female,41
SRR7989986,30425247,female,41
SRR7989987,30425247,female,41
SRR7989988,30425247,male,42
SRR7989989,30425247,male,42
SRR7989990,30425247,male,42
SRR7989991,30425247,male,42
SRR7989992,30425247,female,57
SRR7989993,30425247,female,57
SRR7989994,30425247,female,54
SRR7989995,30425247,female,54
SRR7989996,30425247,female,54
SRR7989997,30425247,female,54
SRR7989998,30425247,male,45
SRR7989999,30425247,male,45
SRR7990000,30425247,female,57
SRR7990001,30425247,female,57
SRR8097415,30425247,male,45
SRR8097416,30425247,male,45
SRR8097417,30425247,male,38
SRR8097418,30425247,male,45
SRR8097419,30425247,male,62
SRR8097420,30425247,female,26
SRR8097422,30425247,male,45
SRR8097423,30425247,female,34
SRR8097424,30425247,male,56
ERR2017411,29018189,male,
ERR2017412,29018189,male,
ERR2017413,29018189,male,
ERR2017414,29018189,female,
ERR2017415,29018189,female,
ERR2017416,29018189,male,
ERR2017417,29018189,male,
ERR2017418,29018189,female,
ERR2017419,29018189,female,
ERR2017420,29018189,female,
ERR2017421,29018189,female,
ERR2017422,29018189,female,
ERR2017423,29018189,female,
ERR2017424,29018189,female,
ERR2017426,29018189,male,
ERR2017427,29018189,female,
ERR2017428,29018189,female,
ERR2017429,29018189,female,
ERR2017430,29018189,male,
ERR2017431,29018189,male,
ERR2017432,29018189,female,
ERR2017433,29018189,male,
ERR2017434,29018189,female,
ERR2017435,29018189,female,
ERR2017436,29018189,male,
ERR2017437,29018189,female,
ERR2017438,29018189,male,
ERR2017439,29018189,female,
ERR2017440,29018189,male,
ERR2017441,29018189,female,
ERR2017442,29018189,female,
ERR2017443,29018189,male,
ERR2017444,29018189,female,
ERR2017445,29018189,female,
ERR2017446,29018189,female,
ERR2017447,29018189,male,
ERR2017448,29018189,female,
ERR2017449,29018189,female,
ERR2017450,29018189,female,
ERR2017451,29018189,male,
ERR2017452,29018189,male,
ERR2017453,29018189,female,
ERR2017454,29018189,male,
ERR2017455,29018189,male,
ERR2017456,29018189,male,
ERR2017457,29018189,male,
ERR2017458,29018189,male,
ERR2017459,29018189,female,
ERR2017460,29018189,male,
ERR2017461,29018189,male,
ERR2017462,29018189,female,
ERR2017463,29018189,female,
ERR2017464,29018189,male,
ERR2017465,29018189,female,
ERR2017466,29018189,male,
ERR2017467,29018189,female,
ERR2017468,29018189,female,
ERR2017469,29018189,female,
ERR2017470,29018189,male,
ERR2017471,29018189,female,
ERR2017472,29018189,female,
ERR2017473,29018189,,
ERR2017474,29018189,male,
ERR2017475,29018189,female,
ERR2017476,29018189,male,
ERR2017477,29018189,female,
ERR2017478,29018189,female,
ERR2017479,29018189,female,
ERR2017481,29018189,female,
ERR2017482,29018189,male,
ERR2017483,29018189,male,
ERR2017484,29018189,male,
ERR2017485,29018189,female,
ERR2017486,29018189,female,
ERR2017487,29018189,female,
ERR2017489,29018189,male,
ERR2017490,29018189,male,
ERR2017491,29018189,male,
ERR2017494,29018189,female,
ERR2017495,29018189,female,
ERR2017499,29018189,female,
ERR2017500,29018189,male,
ERR2017503,29018189,female,
ERR2017504,29018189,male,
ERR2017506,29018189,female,
ERR2017507,29018189,male,
ERR2017508,29018189,male,
ERR2017510,29018189,female,
ERR2017512,29018189,male,
ERR2017513,29018189,female,
ERR2017514,29018189,female,
ERR2017515,29018189,male,
ERR2017516,29018189,female,
ERR2017517,29018189,male,
ERR2017518,29018189,male,
ERR2017519,29018189,female,
ERR2017520,29018189,male,
ERR2017521,29018189,male,
ERR2017522,29018189,female,
ERR2017523,29018189,male,
ERR2017524,29018189,female,
ERR2017525,29018189,female,
ERR2017526,29018189,female,
ERR2017527,29018189,male,
ERR2017528,29018189,female,
ERR2017529,29018189,male,
ERR2017530,29018189,female,
ERR2017531,29018189,male,
ERR2017532,29018189,female,
ERR2017533,29018189,female,
ERR2017534,29018189,female,
ERR2017535,29018189,female,
ERR2017536,29018189,male,
ERR2017537,29018189,male,
ERR2017538,29018189,female,
ERR2017539,29018189,male,
ERR2017540,29018189,male,
ERR2017541,29018189,female,
ERR2017542,29018189,male,
ERR2017543,29018189,male,
ERR2017544,29018189,female,
ERR2017545,29018189,male,
ERR2017546,29018189,male,
ERR2017547,29018189,female,
ERR2017548,29018189,female,
ERR2017549,29018189,female,
ERR2017550,29018189,male,
ERR2017551,29018189,female,
ERR2017552,29018189,male,
ERR2017553,29018189,female,
ERR2017554,29018189,female,
ERR2017555,29018189,male,
ERR2017556,29018189,female,
ERR2017557,29018189,female,
ERR2017558,29018189,male,
ERR2017559,29018189,female,
ERR2017560,29018189,female,
ERR2017561,29018189,female,
ERR2017562,29018189,female,
ERR2017563,29018189,female,
ERR2017564,29018189,male,
ERR2017565,29018189,male,
ERR2017566,29018189,female,
ERR2017567,29018189,female,
ERR2017568,29018189,male,
ERR2017569,29018189,female,
ERR2017570,29018189,female,
ERR2017571,29018189,male,
ERR2017572,29018189,female,
ERR2017573,29018189,male,
ERR2017574,29018189,female,
ERR2017575,29018189,male,
ERR2017576,29018189,female,
ERR2017577,29018189,male,
ERR2017578,29018189,female,
ERR2017579,29018189,female,
ERR2017580,29018189,female,
ERR2017581,29018189,female,
ERR2017584,29018189,female,
ERR2017586,29018189,female,
ERR2017587,29018189,female,
ERR2017588,29018189,female,
ERR2017589,29018189,female,
ERR2017590,29018189,male,
ERR2017591,29018189,female,
ERR2017592,29018189,female,
ERR2017593,29018189,female,
ERR2017594,29018189,female,
ERR2017595,29018189,female,
ERR2017596,29018189,female,
ERR2017597,29018189,male,
ERR2017598,29018189,male,
ERR2017599,29018189,female,
ERR2017600,29018189,male,
ERR2017601,29018189,male,
ERR2017602,29018189,female,
ERR2017603,29018189,male,
ERR2017604,29018189,male,
ERR2017605,29018189,male,
ERR2017606,29018189,male,
ERR2017607,29018189,male,
ERR2017608,29018189,male,
ERR2017609,29018189,male,
ERR2017610,29018189,male,
ERR2017611,29018189,male,
ERR2017612,29018189,male,
ERR2017613,29018189,female,
ERR2017614,29018189,male,
ERR2017615,29018189,male,
ERR2017616,29018189,male,
ERR2017617,29018189,male,
ERR2017618,29018189,female,
ERR2017619,29018189,male,
ERR2017620,29018189,male,
ERR2017621,29018189,male,
ERR2017622,29018189,male,
ERR2017623,29018189,female,
ERR2017624,29018189,female,
ERR2017625,29018189,male,
ERR2017626,29018189,female,
ERR2017627,29018189,female,
ERR2017628,29018189,male,
ERR2017629,29018189,male,
ERR2017630,29018189,male,
ERR2017631,29018189,male,
ERR2017632,29018189,male,
ERR2017633,29018189,female,
ERR2017634,29018189,male,
ERR2017635,29018189,male,
ERR2017636,29018189,male,
ERR2017637,29018189,male,
ERR2017638,29018189,male,
ERR2017639,29018189,female,
ERR2017640,29018189,male,
ERR2017641,29018189,male,
ERR2017642,29018189,male,
ERR2017643,29018189,male,
ERR2017644,29018189,female,
ERR2017645,29018189,female,
ERR2017646,29018189,male,
ERR2017647,29018189,male,
ERR2017648,29018189,male,
ERR2017649,29018189,male,
ERR2017650,29018189,male,
ERR2017651,29018189,male,
ERR2017652,29018189,female,
ERR2017653,29018189,male,
ERR2017654,29018189,male,
ERR2017655,29018189,male,
ERR2017656,29018189,male,
ERR2017657,29018189,male,
ERR2017658,29018189,male,
ERR2017659,29018189,male,
ERR2017660,29018189,female,
ERR2017661,29018189,male,
ERR2017662,29018189,male,
ERR2017663,29018189,male,
ERR2017664,29018189,male,
ERR2017665,29018189,male,
ERR2017666,29018189,male,
ERR2017667,29018189,male,
ERR2017668,29018189,male,
ERR2017669,29018189,male,
ERR2017670,29018189,female,
ERR2017671,29018189,female,
ERR2017672,29018189,male,
ERR2017673,29018189,male,
ERR2017674,29018189,female,
ERR2017675,29018189,male,
ERR2017676,29018189,female,
ERR2017677,29018189,male,
ERR2017678,29018189,male,
ERR2017679,29018189,male,
ERR2017680,29018189,female,
ERR2017681,29018189,female,
ERR2017682,29018189,male,
ERR2017683,29018189,male,
ERR2017684,29018189,male,
ERR2017685,29018189,male,
ERR2017686,29018189,male,
ERR2017687,29018189,male,
ERR2017688,29018189,female,
ERR2017689,29018189,female,
ERR2017690,29018189,female,
ERR2017691,29018189,female,
ERR2017692,29018189,male,
ERR2017693,29018189,male,
ERR2017694,29018189,male,
ERR2017695,29018189,male,
ERR2017696,29018189,male,
ERR2017697,29018189,female,
ERR2017698,29018189,female,
ERR2017699,29018189,female,
ERR2017700,29018189,male,
ERR2017701,29018189,male,
ERR2017702,29018189,female,
ERR2017703,29018189,female,
ERR2017704,29018189,male,
ERR2017705,29018189,male,
ERR2017706,29018189,male,
ERR2017707,29018189,female,
ERR2017708,29018189,male,
ERR2017709,29018189,male,
ERR2017710,29018189,female,
ERR2017711,29018189,male,
ERR2017712,29018189,female,
ERR2017713,29018189,male,
ERR2017714,29018189,female,
ERR2017715,29018189,male,
ERR2017716,29018189,female,
ERR2017717,29018189,male,
ERR2017718,29018189,male,
ERR2017719,29018189,male,
ERR2017720,29018189,male,
ERR2017721,29018189,female,
ERR2017722,29018189,male,
ERR2017723,29018189,male,
ERR2017724,29018189,male,
ERR2017725,29018189,female,
ERR2017726,29018189,male,
ERR2017727,29018189,male,
ERR2017728,29018189,male,
ERR2017729,29018189,male,
ERR2017730,29018189,female,
ERR2017731,29018189,male,
ERR2017732,29018189,male,
ERR2017733,29018189,male,
ERR2017734,29018189,female,
ERR2017735,29018189,male,
ERR2017736,29018189,female,
ERR2017737,29018189,male,
ERR2017738,29018189,female,
ERR2017739,29018189,male,
ERR2017740,29018189,male,
ERR2017741,29018189,male,
ERR2017742,29018189,female,
ERR2017743,29018189,male,
ERR2017744,29018189,male,
ERR2017745,29018189,male,
ERR2017746,29018189,male,
ERR2017747,29018189,male,
ERR2017748,29018189,male,
ERR2017749,29018189,male,
ERR2017750,29018189,female,
ERR2017751,29018189,male,
ERR2017752,29018189,male,
ERR2017753,29018189,male,
ERR2017754,29018189,male,
ERR2017755,29018189,male,
ERR2017756,29018189,male,
ERR2017757,29018189,male,
ERR2017759,29018189,male,
ERR2017760,29018189,male,
ERR2017761,29018189,male,
ERR2017762,29018189,male,
ERR2017763,29018189,female,
ERR2017764,29018189,male,
ERR2017765,29018189,male,
ERR2017766,29018189,male,
ERR2017767,29018189,male,
ERR2017768,29018189,male,
ERR2017769,29018189,male,
ERR2017770,29018189,female,
ERR2017771,29018189,male,
ERR2017772,29018189,female,
ERR2017773,29018189,male,
ERR2017774,29018189,female,
ERR2017775,29018189,female,
ERR2017776,29018189,male,
ERR2017777,29018189,male,
ERR2017778,29018189,,
ERR2017779,29018189,,
ERR2017780,29018189,,
ERR2017781,29018189,male,
ERR2017782,29018189,male,
ERR2017783,29018189,female,
ERR2017784,29018189,male,
ERR2017785,29018189,male,
ERR2017786,29018189,male,
ERR2017788,29018189,male,
ERR2017789,29018189,male,
ERR2017790,29018189,male,
ERR2017791,29018189,female,
ERR2017792,29018189,male,
ERR2017793,29018189,male,
ERR2017794,29018189,male,
ERR2017795,29018189,female,
ERR2017796,29018189,male,
ERR2017797,29018189,male,
ERR2017798,29018189,male,
ERR2017799,29018189,male,
ERR2017800,29018189,female,
ERR2017801,29018189,male,
ERR2017802,29018189,female,
ERR2017803,29018189,male,
ERR2017804,29018189,male,
ERR2017805,29018189,male,
ERR2017806,29018189,male,
ERR2017807,29018189,male,
ERR2017808,29018189,,
ERR2017809,29018189,male,
ERR2017810,29018189,female,
ERR2017813,29018189,male,
ERR2017814,29018189,male,
ERR2017815,29018189,male,
ERR260132,23719380,female,70
ERR260133,23719380,female,70
ERR260134,23719380,female,70
ERR260135,23719380,female,70
ERR260136,23719380,female,70
ERR260137,23719380,female,70
ERR260138,23719380,female,71
ERR260139,23719380,female,70
ERR260140,23719380,female,70
ERR260141,23719380,female,71
ERR260142,23719380,female,70
ERR260143,23719380,female,70
ERR260144,23719380,female,69
ERR260145,23719380,female,70
ERR260146,23719380,female,70
ERR260147,23719380,female,71
ERR260148,23719380,female,70
ERR260149,23719380,female,70
ERR260150,23719380,female,71
ERR260151,23719380,female,71
ERR260152,23719380,female,71
ERR260153,23719380,female,70
ERR260154,23719380,female,71
ERR260155,23719380,female,69
ERR260156,23719380,female,70
ERR260157,23719380,female,70
ERR260158,23719380,female,71
ERR260159,23719380,female,70
ERR260160,23719380,female,69
ERR260161,23719380,female,70
ERR260162,23719380,female,71
ERR260163,23719380,female,70
ERR260164,23719380,female,71
ERR260165,23719380,female,69
ERR260166,23719380,female,71
ERR260167,23719380,female,70
ERR260168,23719380,female,70
ERR260169,23719380,female,68
ERR260170,23719380,female,71
ERR260171,23719380,female,70
ERR260172,23719380,female,71
ERR260173,23719380,female,70
ERR260174,23719380,female,70
ERR260175,23719380,female,71
ERR260176,23719380,female,70
ERR260177,23719380,female,70
ERR260178,23719380,female,71
ERR260179,23719380,female,70
ERR260180,23719380,female,71
ERR260181,23719380,female,71
ERR260182,23719380,female,71
ERR260183,23719380,female,71
ERR260184,23719380,female,70
ERR260185,23719380,female,69
ERR260186,23719380,female,70
ERR260187,23719380,female,69
ERR260188,23719380,female,71
ERR260189,23719380,female,70
ERR260190,23719380,female,71
ERR260191,23719380,female,69
ERR260192,23719380,female,70
ERR260193,23719380,female,70
ERR260194,23719380,female,70
ERR260195,23719380,female,69
ERR260196,23719380,female,71
ERR260197,23719380,female,70
ERR260198,23719380,female,71
ERR260199,23719380,female,70
ERR260200,23719380,female,71
ERR260201,23719380,female,71
ERR260202,23719380,female,69
ERR260203,23719380,female,70
ERR260204,23719380,female,70
ERR260205,23719380,female,70
ERR260206,23719380,female,70
ERR260207,23719380,female,71
ERR260208,23719380,female,71
ERR260209,23719380,female,69
ERR260210,23719380,female,71
ERR260211,23719380,female,71
ERR260214,23719380,female,71
ERR260215,23719380,female,71
ERR260216,23719380,female,71
ERR260217,23719380,female,71
ERR260218,23719380,female,71
ERR260219,23719380,female,71
ERR260220,23719380,female,71
ERR260221,23719380,female,70
ERR260222,23719380,female,71
ERR260223,23719380,female,71
ERR260224,23719380,female,69
ERR260225,23719380,female,70
ERR260226,23719380,female,69
ERR260227,23719380,female,69
ERR260228,23719380,female,69
ERR260229,23719380,female,70
ERR260230,23719380,female,69
ERR260231,23719380,female,70
ERR260232,23719380,female,69
ERR260233,23719380,female,69
ERR260234,23719380,female,70
ERR260235,23719380,female,69
ERR260236,23719380,female,71
ERR260237,23719380,female,70
ERR260238,23719380,female,69
ERR260239,23719380,female,69
ERR260240,23719380,female,69
ERR260241,23719380,female,69
ERR260242,23719380,female,69
ERR260243,23719380,female,69
ERR260244,23719380,female,70
ERR260245,23719380,female,70
ERR260246,23719380,female,70
ERR260247,23719380,female,70
ERR260248,23719380,female,70
ERR260249,23719380,female,69
ERR260250,23719380,female,70
ERR260251,23719380,female,69
ERR260252,23719380,female,69
ERR260253,23719380,female,70
ERR260254,23719380,female,69
ERR260255,23719380,female,69
ERR260256,23719380,female,69
ERR260257,23719380,female,69
ERR260258,23719380,female,69
ERR260259,23719380,female,70
ERR260260,23719380,female,70
ERR260261,23719380,female,68
ERR260262,23719380,female,70
ERR260263,23719380,female,70
ERR260264,23719380,female,70
ERR260265,23719380,female,70
ERR260266,23719380,female,71
ERR260267,23719380,female,69
ERR260268,23719380,female,70
ERR260269,23719380,female,70
ERR260270,23719380,female,69
ERR260271,23719380,female,69
ERR260272,23719380,female,70
ERR260273,23719380,female,70
ERR260274,23719380,female,70
ERR260275,23719380,female,69
ERR260276,23719380,female,70
ERR275251,23719380,female,69
ERR275252,23719380,female,71
ERR3957678,32632193,female,45
ERR3957679,32632193,male,52
ERR3957680,32632193,male,48
ERR3957681,32632193,female,41
ERR3957682,32632193,female,36
ERR3957683,32632193,male,40
ERR3957684,32632193,female,29
ERR3957685,32632193,male,24
ERR3957686,32632193,male,25
ERR3957687,32632193,male,28
ERR3957688,32632193,male,55
ERR3957689,32632193,male,30
ERR3957690,32632193,female,29
ERR3957691,32632193,male,34
ERR3957692,32632193,female,51
ERR3957693,32632193,female,34
ERR3957694,32632193,female,58
ERR3957695,32632193,female,48
ERR3957696,32632193,male,28
ERR3957697,32632193,female,37
ERR3957698,32632193,female,72
ERR3957699,32632193,male,48
ERR3957700,32632193,female,55
ERR3957701,32632193,female,18
ERR3957702,32632193,male,38
ERR3957703,32632193,female,67
ERR3957704,32632193,female,56
ERR3957705,32632193,female,50
ERR3957706,32632193,female,57
ERR3957707,32632193,female,18
ERR3957708,32632193,female,59
ERR3957709,32632193,female,25
ERR3957710,32632193,male,57
ERR3957711,32632193,female,57
ERR3957712,32632193,male,37
ERR3957713,32632193,female,37
ERR3957714,32632193,male,19
ERR3957715,32632193,male,22
ERR3957716,32632193,female,42
ERR3957717,32632193,male,45
ERR3957718,32632193,male,48
ERR3957719,32632193,male,52
ERR3957720,32632193,female,52
ERR3957721,32632193,male,18
ERR3957722,32632193,male,34
ERR3957723,32632193,female,33
ERR3957724,32632193,male,36
ERR3957725,32632193,female,36
ERR3957726,32632193,female,45
ERR3957727,32632193,male,42
ERR3957728,32632193,female,19
ERR3957729,32632193,male,20
ERR9707182,36109637,,
ERR9707183,36109637,,
ERR9707186,36109637,,
ERR9707203,36109637,,
ERR9707205,36109637,,
ERR9707206,36109637,,
ERR9707208,36109637,,
ERR9707210,36109637,,
ERR9707211,36109637,,
ERR9707212,36109637,,
ERR9707213,36109637,,
ERR9707878,36109637,,
ERR9707881,36109637,,
ERR9707882,36109637,,
ERR9707883,36109637,,
ERR9707885,36109637,,
ERR9707887,36109637,,
ERR9708128,36109637,,
ERR9708129,36109637,,
ERR9708133,36109637,,
ERR9708135,36109637,,
ERR9708136,36109637,,
ERR9708137,36109637,,
ERR9708141,36109637,,
ERR9708142,36109637,,
ERR9708184,36109637,,
ERR9708185,36109637,,
ERR9708187,36109637,,
ERR9708951,36109637,,
ERR9708952,36109637,,
ERR9708953,36109637,,
ERR9708954,36109637,,
ERR9708956,36109637,,
ERR9708958,36109637,,
ERR9708959,36109637,,
ERR9708961,36109637,,
ERR9708962,36109637,,
ERR9708963,36109637,,
ERR9709032,36109637,,
ERR9709062,36109637,,
ERR9709063,36109637,,
ERR9709064,36109637,,
ERR9709065,36109637,,
ERR9709066,36109637,,
ERR9709067,36109637,,
ERR9709069,36109637,,
ERR9709070,36109637,,
ERR9709071,36109637,,
ERR9709074,36109637,,
ERR9709078,36109637,,
ERR9709079,36109637,,
ERR9709254,36109637,,
ERR9709255,36109637,,
ERR9709257,36109637,,
ERR9709276,36109637,,
ERR9709278,36109637,,
ERR9709279,36109637,,
ERR9709282,36109637,,
ERR9709284,36109637,,
ERR9709285,36109637,,
ERR9709287,36109637,,
ERR9709289,36109637,,
ERR9709290,36109637,,
ERR9709291,36109637,,
ERR9709293,36109637,,
ERR9709294,36109637,,
ERR9709302,36109637,,
ERR9709303,36109637,,
ERR9709307,36109637,,
ERR9709308,36109637,,
ERR9709312,36109637,,
ERR9709314,36109637,,
ERR9709317,36109637,,
ERR9709319,36109637,,
ERR9709321,36109637,,
ERR9709322,36109637,,
ERR9709323,36109637,,
ERR9709343,36109637,,
ERR9709352,36109637,,
ERR9709353,36109637,,
ERR9709354,36109637,,
ERR9709355,36109637,,
ERR9709357,36109637,,
ERR9709358,36109637,,
ERR9709360,36109637,,
ERR9709364,36109637,,
ERR9709373,36109637,,
ERR9709393,36109637,,
ERR9709394,36109637,,
ERR9709417,36109637,,
ERR9709418,36109637,,
ERR9709419,36109637,,
ERR9709435,36109637,,
ERR9709437,36109637,,
ERR9709441,36109637,,
ERR9709442,36109637,,
ERR9709443,36109637,,
ERR9709445,36109637,,
ERR9709447,36109637,,
ERR9709450,36109637,,
ERR9709451,36109637,,
ERR9709452,36109637,,
ERR9709453,36109637,,
ERR9709454,36109637,,
ERR9709455,36109637,,
ERR9709457,36109637,,
ERR9709458,36109637,,
ERR9709460,36109637,,
ERR9709501,36109637,,
ERR9709504,36109637,,
ERR9709530,36109637,,
SRR9108942,32267865,male,40
SRR9108943,32267865,male,18
SRR9108944,32267865,male,32
SRR9108945,32267865,female,55
SRR9108946,32267865,male,58
SRR9108947,32267865,male,35
SRR9108948,32267865,male,32
SRR9108949,32267865,male,24
SRR9108950,32267865,male,35
SRR9108951,32267865,female,37
SRR9108952,32267865,male,22
SRR9108953,32267865,male,19
SRR9108954,32267865,male,28
SRR9108955,32267865,male,27
SRR9108956,32267865,male,35
SRR9108957,32267865,male,33
SRR9108958,32267865,male,31
SRR9108959,32267865,male,22
SRR9108960,32267865,male,45
SRR9108961,32267865,male,33
SRR9108962,32267865,male,29
SRR9108963,32267865,male,44
SRR9108964,32267865,male,29
SRR9108965,32267865,male,31
SRR9108966,32267865,male,46
SRR9108967,32267865,male,50
SRR9108968,32267865,male,36
SRR9108969,32267865,female,56
SRR9108970,32267865,male,23
SRR9108971,32267865,male,20
SRR9108972,32267865,male,20
ERR1398070,28143587,,
ERR1398071,28143587,,
ERR1398072,28143587,,
ERR1398074,28143587,,
ERR1398075,28143587,,
ERR1398076,28143587,,
ERR1398078,28143587,,
ERR1398080,28143587,,
ERR1398081,28143587,,
ERR1398083,28143587,,
ERR1398084,28143587,,
ERR1398086,28143587,,
ERR1398087,28143587,,
ERR1398089,28143587,,
ERR1398091,28143587,,
ERR1398092,28143587,,
ERR1398094,28143587,,
ERR1398095,28143587,,
ERR1398096,28143587,,
ERR1398098,28143587,,
ERR1398100,28143587,,
ERR1398101,28143587,,
ERR1398102,28143587,,
ERR1398106,28143587,,
ERR1398108,28143587,,
ERR1398109,28143587,,
ERR1398110,28143587,,
ERR1398111,28143587,,
ERR1398113,28143587,,
ERR1398114,28143587,,
ERR1398118,28143587,,
ERR1398121,28143587,,
ERR1398126,28143587,,
ERR1398127,28143587,,
ERR1398129,28143587,,
ERR1398131,28143587,,
ERR1398132,28143587,,
ERR1398133,28143587,,
ERR1398135,28143587,,
ERR1398138,28143587,,
ERR1398139,28143587,,
ERR1398140,28143587,,
ERR1398141,28143587,,
ERR1398144,28143587,,
ERR1398147,28143587,,
ERR1398148,28143587,,
ERR1398150,28143587,,
ERR1398152,28143587,,
ERR1398153,28143587,,
ERR1398155,28143587,,
ERR1398156,28143587,,
ERR1398158,28143587,,
ERR1398160,28143587,,
ERR1398161,28143587,,
ERR1398164,28143587,,
ERR1398165,28143587,,
ERR1398167,28143587,,
ERR1398169,28143587,,
ERR1398171,28143587,,
ERR1398173,28143587,,
ERR1398174,28143587,,
ERR1398175,28143587,,
ERR1398178,28143587,,
ERR1398180,28143587,,
ERR1398183,28143587,,
ERR1398187,28143587,,
ERR1398188,28143587,,
ERR1398189,28143587,,
ERR1398190,28143587,,
ERR1398192,28143587,,
ERR1398193,28143587,,
ERR1398194,28143587,,
ERR1398195,28143587,,
ERR1398196,28143587,,
ERR1398198,28143587,,
ERR1398201,28143587,,
ERR1398205,28143587,,
ERR1398206,28143587,,
ERR1398209,28143587,,
ERR1398210,28143587,,
ERR1398211,28143587,,
ERR1398212,28143587,,
ERR1398213,28143587,,
ERR1398214,28143587,,
ERR1398215,28143587,,
ERR1398217,28143587,,
ERR1398218,28143587,,
ERR1398219,28143587,,
ERR1398222,28143587,,
ERR1398223,28143587,,
ERR1398224,28143587,,
ERR1398231,28143587,,
ERR1398232,28143587,,
ERR1398234,28143587,,
ERR1398235,28143587,,
ERR1398237,28143587,,
ERR1398240,28143587,,
ERR1398241,28143587,,
ERR1398242,28143587,,
ERR1398243,28143587,,
ERR1398244,28143587,,
ERR1398246,28143587,,
ERR1398248,28143587,,
ERR1398249,28143587,,
ERR1398251,28143587,,
ERR1398253,28143587,,
ERR1398255,28143587,,
ERR1398257,28143587,,
ERR1398259,28143587,,
ERR1398263,28143587,,
ERR1474564,29165844,male,24
ERR1474565,29165844,male,23
ERR1474566,29165844,female,30
ERR1474567,29165844,female,26
ERR1474568,29165844,female,
ERR1474570,29165844,male,
ERR1474571,29165844,male,
ERR1474572,29165844,male,30
ERR1474573,29165844,female,
ERR1474574,29165844,male,23
ERR1474575,29165844,male,28
ERR1474576,29165844,female,
ERR1474577,29165844,female,20
ERR1474578,29165844,male,
ERR1474579,29165844,female,39
ERR1474580,29165844,male,
ERR1474581,29165844,female,
ERR1474582,29165844,female,
ERR1474583,29165844,male,
ERR1474584,29165844,female,
ERR1474585,29165844,male,
ERR1474586,29165844,female,
ERR1474587,29165844,male,
ERR209908,,,
ERR209911,,,
ERR209914,,,
ERR321079,,,
ERR321081,,,
ERR321083,,,
ERR321086,,,
ERR321088,,,
ERR321091,,,
ERR321098,,,
ERR321100,,,
ERR321103,,,
ERR321105,,,
ERR321108,,,
ERR321110,,,
ERR321112,,,
ERR321114,,,
ERR321116,,,
ERR321118,,,
ERR321120,,,
ERR321122,,,
ERR321124,,,
ERR321126,,,
ERR321128,,,
ERR321130,,,
ERR321132,,,
ERR321134,,,
ERR321136,,,
ERR321138,,,
ERR321140,,,
ERR321142,,,
ERR321144,,,
ERR321146,,,
ERR321148,,,
ERR321150,,,
ERR321152,,,
ERR321154,,,
ERR321156,,,
ERR321158,,,
ERR321160,,,
ERR321162,,,
ERR321164,,,
ERR321166,,,
ERR321168,,,
ERR321170,,,
ERR321172,,,
ERR321174,,,
ERR321176,,,
ERR321178,,,
ERR321180,,,
ERR321182,,,
ERR321184,,,
ERR321186,,,
ERR321188,,,
ERR321190,,,
ERR321192,,,
ERR321194,,,
ERR321196,,,
ERR321198,,,
ERR321200,,,
ERR321202,,,
ERR321204,,,
ERR321206,,,
ERR321208,,,
ERR321210,,,
ERR321213,,,
ERR321215,,,
ERR321217,,,
ERR321219,,,
ERR321221,,,
ERR321223,,,
ERR321225,,,
ERR321226,,,
ERR321229,,,
ERR321231,,,
ERR321233,,,
ERR321235,,,
ERR321237,,,
ERR321239,,,
ERR321241,,,
ERR321243,,,
ERR321245,,,
ERR321247,,,
ERR321251,,,
ERR321252,23985870,male,
ERR321256,,,
ERR321260,,,
ERR321261,23985870,female,
ERR321268,,,
ERR321274,,,
ERR321280,,,
ERR321286,,,
ERR321292,,,
ERR321298,,,
ERR321302,,,
ERR321307,,,
ERR321311,,,
ERR321316,,,
ERR321321,,,
ERR321326,,,
ERR321333,,,
ERR321338,,,
ERR321345,,,
ERR321351,,,
ERR321353,,,
ERR321358,,,
ERR321364,,,
ERR321367,,,
